timestamp,open,high,low,close,volume
2023-11-20 05:00:00+00:00,234.23,237.08,231.22,235.73,462177.0
2023-11-21 05:00:00+00:00,235.055,243.57,233.43,241.26,651500.0
2023-11-22 05:00:00+00:00,242.055,243.85,231.505,234.25,425087.0
2023-11-24 05:00:00+00:00,233.86,238.72,232.4,235.51,261120.0
2023-11-27 05:00:00+00:00,236.91,238.325,232.195,236.14,409127.0
2023-11-28 05:00:00+00:00,236.73,246.935,234.045,246.725,674378.0
2023-11-29 05:00:00+00:00,249.37,252.7,242.79,244.19,617573.0
2023-11-30 05:00:00+00:00,245.17,245.17,236.985,239.79,640237.0
2023-12-01 05:00:00+00:00,233.11,240.15,231.98,238.75,542908.0
2023-12-04 05:00:00+00:00,235.57,239.3,233.35,235.59,367376.0
2023-12-05 05:00:00+00:00,233.79,246.64,233.76,238.84,542949.0
2023-12-06 05:00:00+00:00,243.265,246.49,239.19,239.4,595759.0
2023-12-07 05:00:00+00:00,241.465,244.0,236.99,242.59,373720.0
2023-12-08 05:00:00+00:00,240.11,245.17,239.455,243.77,344705.0
2023-12-11 05:00:00+00:00,242.69,243.195,237.49,239.52,422596.0
2023-12-12 05:00:00+00:00,238.345,238.51,233.94,237.04,410495.0
2023-12-13 05:00:00+00:00,234.15,240.265,228.23,239.28,680541.0
2023-12-14 05:00:00+00:00,241.125,253.87,240.855,251.125,1422260.0
2023-12-15 05:00:00+00:00,251.35,254.12,248.45,253.35,827052.0
2023-12-18 05:00:00+00:00,253.91,258.675,251.44,252.06,510636.0
2023-12-19 05:00:00+00:00,253.44,258.3,253.065,257.18,496219.0
2023-12-20 05:00:00+00:00,256.47,259.82,247.01,247.21,607944.0
2023-12-21 05:00:00+00:00,251.81,254.745,248.58,254.47,502628.0
2023-12-22 05:00:00+00:00,256.63,258.185,251.405,252.57,358173.0
2023-12-26 05:00:00+00:00,254.45,257.94,252.97,256.68,300021.0
2023-12-27 05:00:00+00:00,258.24,263.285,257.63,261.47,320365.0
2023-12-28 05:00:00+00:00,263.52,265.06,252.75,253.26,465514.0
2023-12-29 05:00:00+00:00,255.09,255.14,247.49,248.46,402669.0
2024-01-02 05:00:00+00:00,250.1,251.17,244.55,248.48,491314.0
2024-01-03 05:00:00+00:00,245.05,245.64,236.4,238.44,826974.0
2024-01-04 05:00:00+00:00,239.21,242.67,237.8,237.94,356107.0
2024-01-05 05:00:00+00:00,236.74,239.99,235.03,237.48,350952.0
2024-01-08 05:00:00+00:00,236.0,241.18,235.385,240.42,421830.0
2024-01-09 05:00:00+00:00,238.01,238.9,232.11,234.88,424334.0
2024-01-10 05:00:00+00:00,235.0,235.49,231.35,233.89,412480.0
2024-01-11 05:00:00+00:00,230.44,230.75,225.37,227.23,510249.0
2024-01-12 05:00:00+00:00,220.05,225.31,217.18,218.83,675656.0
2024-01-16 05:00:00+00:00,215.17,223.41,212.21,219.97,538385.0
2024-01-17 05:00:00+00:00,214.85,215.65,212.01,215.54,805991.0
2024-01-18 05:00:00+00:00,216.83,217.39,208.78,211.8,683922.0
2024-01-19 05:00:00+00:00,209.84,213.15,207.61,212.13,559002.0
2024-01-22 05:00:00+00:00,212.17,217.8,206.27,208.8,1104480.0
2024-01-23 05:00:00+00:00,211.49,215.585,207.76,209.13,685942.0
2024-01-24 05:00:00+00:00,211.835,212.67,206.78,207.86,775218.0
2024-01-25 05:00:00+00:00,189.74,192.71,180.07,182.63,2233557.0
2024-01-26 05:00:00+00:00,185.67,186.465,182.15,183.225,634870.0
2024-01-29 05:00:00+00:00,185.55,191.41,183.71,190.965,901742.0
2024-01-30 05:00:00+00:00,195.21,196.35,190.63,191.59,614305.0
2024-01-31 05:00:00+00:00,186.775,193.93,185.95,187.24,699975.0
2024-02-01 05:00:00+00:00,188.51,189.83,184.3,188.81,500574.0
2024-02-02 05:00:00+00:00,184.955,188.62,182.2,187.83,950950.0
2024-02-05 05:00:00+00:00,184.2,184.64,175.02,181.05,919860.0
2024-02-06 05:00:00+00:00,177.23,186.47,177.23,185.07,885081.0
2024-02-07 05:00:00+00:00,188.03,189.77,182.77,187.61,735585.0
2024-02-08 05:00:00+00:00,188.785,191.6,185.59,189.59,459517.0
2024-02-09 05:00:00+00:00,190.11,194.01,189.76,193.53,329985.0
2024-02-12 05:00:00+00:00,192.14,194.67,187.33,188.16,463510.0
2024-02-13 05:00:00+00:00,184.01,187.245,182.17,184.06,548463.0
2024-02-14 05:00:00+00:00,185.1,188.88,183.48,188.64,407562.0
2024-02-15 05:00:00+00:00,189.185,200.87,188.99,200.49,728933.0
2024-02-16 05:00:00+00:00,202.13,203.15,197.43,199.99,549752.0
2024-02-20 05:00:00+00:00,196.21,198.55,189.17,193.74,551437.0
2024-02-21 05:00:00+00:00,193.15,199.425,191.98,194.77,435707.0
2024-02-22 05:00:00+00:00,194.12,198.3,191.41,197.34,734721.0
2024-02-23 05:00:00+00:00,195.16,197.47,191.73,191.97,445127.0
2024-02-26 05:00:00+00:00,192.15,201.75,192.035,199.39,597446.0
2024-02-27 05:00:00+00:00,203.75,205.5,198.27,199.79,559779.0
2024-02-28 05:00:00+00:00,200.285,205.125,198.55,202.09,390818.0
2024-02-29 05:00:00+00:00,204.13,205.26,198.5,201.81,390956.0
2024-03-01 05:00:00+00:00,200.53,204.43,198.5,202.6,389014.0
2024-03-04 05:00:00+00:00,198.69,199.62,186.76,188.21,769127.0
2024-03-05 05:00:00+00:00,182.87,184.445,177.57,180.83,905284.0
2024-03-06 05:00:00+00:00,180.03,181.53,173.715,176.48,759003.0
2024-03-07 05:00:00+00:00,174.31,180.0,173.75,178.58,701727.0
2024-03-08 05:00:00+00:00,181.55,182.71,174.72,175.27,498625.0
2024-03-11 04:00:00+00:00,175.37,182.76,174.91,177.86,554542.0
2024-03-12 04:00:00+00:00,177.7,179.41,172.43,177.44,526513.0
2024-03-13 04:00:00+00:00,173.05,175.98,169.16,169.5,655848.0
2024-03-14 04:00:00+00:00,167.58,171.07,160.54,162.51,1214261.0
2024-03-15 04:00:00+00:00,162.87,165.11,160.8,163.6,789946.0
2024-03-18 04:00:00+00:00,170.09,174.62,165.91,173.79,1051923.0
2024-03-19 04:00:00+00:00,172.19,172.745,167.445,171.345,702247.0
2024-03-20 04:00:00+00:00,172.84,176.225,170.855,175.56,556914.0
2024-03-21 04:00:00+00:00,176.36,178.15,171.81,172.77,467540.0
2024-03-22 04:00:00+00:00,166.8,171.17,166.345,170.8,465002.0
2024-03-25 04:00:00+00:00,168.74,175.13,168.74,172.64,596544.0
2024-03-26 04:00:00+00:00,178.625,184.23,177.38,177.7,971088.0
2024-03-27 04:00:00+00:00,181.44,181.89,176.03,179.88,508592.0
2024-03-28 04:00:00+00:00,177.54,179.54,175.34,175.72,461630.0
2024-04-01 04:00:00+00:00,176.13,176.72,170.24,175.25,773036.0
2024-04-02 04:00:00+00:00,164.74,167.69,163.48,166.64,1274571.0
2024-04-03 04:00:00+00:00,164.01,168.76,163.3,168.42,870292.0
2024-04-04 04:00:00+00:00,170.21,177.115,168.03,171.18,872460.0
2024-04-05 04:00:00+00:00,169.175,170.825,160.58,164.86,1662946.0
2024-04-08 04:00:00+00:00,169.33,174.45,167.8,172.99,734889.0
2024-04-09 04:00:00+00:00,172.98,179.175,172.07,176.96,578735.0
2024-04-10 04:00:00+00:00,173.03,174.9,170.02,171.78,477427.0
2024-04-11 04:00:00+00:00,172.53,175.87,168.57,174.6,950658.0
2024-04-12 04:00:00+00:00,172.31,173.75,170.375,171.06,620583.0
2024-04-15 04:00:00+00:00,170.19,170.59,161.38,161.5,832034.0
2024-04-16 04:00:00+00:00,156.67,158.17,153.785,157.07,786851.0
2024-04-17 04:00:00+00:00,157.67,158.3,153.81,155.45,567716.0
2024-04-18 04:00:00+00:00,151.25,152.2,148.74,149.89,688032.0
2024-04-19 04:00:00+00:00,148.89,150.76,146.24,147.01,804722.0
2024-04-22 04:00:00+00:00,140.61,144.38,138.855,142.04,885865.0
2024-04-23 04:00:00+00:00,143.17,147.21,141.15,144.63,724804.0
2024-04-24 04:00:00+00:00,162.88,167.96,157.61,162.11,2039422.0
2024-04-25 04:00:00+00:00,158.89,170.75,158.38,170.29,923933.0
2024-04-26 04:00:00+00:00,168.925,172.05,166.38,168.23,631963.0
2024-04-29 04:00:00+00:00,188.44,198.86,184.585,194.08,2804150.0
2024-04-30 04:00:00+00:00,186.96,190.83,182.86,183.34,898567.0
2024-05-01 04:00:00+00:00,181.97,185.805,179.11,180.01,471006.0
2024-05-02 04:00:00+00:00,182.99,184.5,176.05,180.12,612003.0
2024-05-03 04:00:00+00:00,182.08,184.62,178.46,181.25,461648.0
2024-05-06 04:00:00+00:00,183.995,187.52,182.25,184.89,422347.0
2024-05-07 04:00:00+00:00,182.76,183.15,177.4,177.9,367976.0
2024-05-08 04:00:00+00:00,171.55,176.03,170.15,174.69,560664.0
2024-05-09 04:00:00+00:00,174.965,175.54,171.4,171.98,428401.0
2024-05-10 04:00:00+00:00,173.01,173.02,167.75,168.49,488394.0
2024-05-13 04:00:00+00:00,169.98,175.14,169.05,171.92,379059.0
2024-05-14 04:00:00+00:00,174.535,179.465,174.11,177.64,479762.0
2024-05-15 04:00:00+00:00,179.78,179.78,173.19,174.07,383784.0
2024-05-16 04:00:00+00:00,174.06,175.77,171.5,174.86,390581.0
2024-05-17 04:00:00+00:00,173.475,179.62,172.775,177.54,547091.0
2024-05-20 04:00:00+00:00,177.57,177.65,173.52,175.0,425628.0
2024-05-21 04:00:00+00:00,174.85,186.875,174.82,186.63,1053089.0
2024-05-22 04:00:00+00:00,182.765,183.48,178.22,180.19,403411.0
2024-05-23 04:00:00+00:00,181.52,181.52,173.31,173.79,526964.0
2024-05-24 04:00:00+00:00,174.835,180.06,173.935,179.25,387999.0
2024-05-28 04:00:00+00:00,176.32,178.15,173.33,176.74,390485.0
2024-05-29 04:00:00+00:00,174.15,178.04,174.0,176.26,406861.0
2024-05-30 04:00:00+00:00,178.46,182.615,175.47,178.765,660233.0
2024-05-31 04:00:00+00:00,178.44,180.25,173.865,178.12,306751.0
2024-06-03 04:00:00+00:00,178.03,182.575,174.505,176.24,378058.0
2024-06-04 04:00:00+00:00,174.73,177.755,174.02,174.78,394650.0
2024-06-05 04:00:00+00:00,175.35,176.13,172.195,174.96,392401.0
2024-06-06 04:00:00+00:00,174.44,179.63,172.76,177.99,506074.0
2024-06-07 04:00:00+00:00,176.26,179.32,175.585,177.47,309544.0
2024-06-10 04:00:00+00:00,176.02,178.515,173.18,173.89,394930.0
2024-06-11 04:00:00+00:00,173.88,174.47,167.46,170.58,460684.0
2024-06-12 04:00:00+00:00,171.185,180.51,169.94,177.31,1073621.0
2024-06-13 04:00:00+00:00,188.275,191.01,181.325,182.4,995522.0
2024-06-14 04:00:00+00:00,185.8,185.97,176.93,178.01,582519.0
2024-06-17 04:00:00+00:00,177.935,188.81,177.305,187.43,993440.0
2024-06-18 04:00:00+00:00,186.505,186.95,182.4,184.885,823563.0
2024-06-20 04:00:00+00:00,184.7,185.15,179.7,181.49,436292.0
2024-06-21 04:00:00+00:00,182.13,183.95,180.73,183.03,421488.0
2024-06-24 04:00:00+00:00,184.91,188.33,182.56,182.68,521789.0
2024-06-25 04:00:00+00:00,184.19,187.955,182.19,187.39,429876.0
2024-06-26 04:00:00+00:00,186.48,197.73,186.45,196.325,612917.0
2024-06-27 04:00:00+00:00,195.14,198.63,194.18,197.41,677155.0
2024-06-28 04:00:00+00:00,199.53,203.115,195.28,197.99,612088.0
2024-07-01 04:00:00+00:00,201.0,213.17,200.93,209.97,1080763.0
2024-07-02 04:00:00+00:00,218.84,231.2,218.115,231.14,1477815.0
2024-07-03 04:00:00+00:00,234.63,248.29,234.255,246.6,1075211.0
2024-07-05 04:00:00+00:00,250.055,252.29,242.5,251.69,829881.0
2024-07-08 04:00:00+00:00,247.73,259.39,244.64,252.88,981605.0
2024-07-09 04:00:00+00:00,251.1,265.6,250.375,262.33,1187541.0
2024-07-10 04:00:00+00:00,262.765,267.58,257.95,263.37,592798.0
2024-07-11 04:00:00+00:00,263.365,270.8,239.71,240.72,1378992.0
2024-07-12 04:00:00+00:00,235.78,251.81,233.1,248.32,729233.0
2024-07-15 04:00:00+00:00,255.99,265.23,251.78,252.76,735092.0
2024-07-16 04:00:00+00:00,255.31,258.59,245.925,256.565,518511.0
2024-07-17 04:00:00+00:00,252.875,258.22,246.3,248.45,534654.0
2024-07-18 04:00:00+00:00,251.1,257.06,247.44,249.085,541613.0
2024-07-19 04:00:00+00:00,247.78,248.99,236.91,239.24,643467.0
2024-07-22 04:00:00+00:00,244.21,253.17,244.07,251.45,645695.0
2024-07-23 04:00:00+00:00,253.4,255.75,245.65,246.48,623809.0
2024-07-24 04:00:00+00:00,225.205,225.91,214.715,215.72,1427471.0
2024-07-25 04:00:00+00:00,216.795,225.97,216.28,220.29,896560.0
2024-07-26 04:00:00+00:00,221.2,222.18,215.44,219.79,537234.0
2024-07-29 04:00:00+00:00,224.905,234.2,224.905,231.985,577127.0
2024-07-30 04:00:00+00:00,232.31,232.37,220.12,222.58,604362.0
2024-07-31 04:00:00+00:00,227.95,234.49,226.79,232.0,410028.0
2024-08-01 04:00:00+00:00,227.4,231.845,214.4,216.94,1028466.0
2024-08-02 04:00:00+00:00,214.885,216.08,205.8,207.68,1103680.0
2024-08-05 04:00:00+00:00,185.08,203.85,182.01,198.96,1072240.0
2024-08-06 04:00:00+00:00,201.12,202.885,192.775,200.37,831851.0
2024-08-07 04:00:00+00:00,200.77,203.45,191.495,191.82,632497.0
2024-08-08 04:00:00+00:00,195.91,200.68,192.13,198.97,412244.0
2024-08-09 04:00:00+00:00,196.92,200.86,195.16,199.99,434119.0
2024-08-12 04:00:00+00:00,198.94,199.21,194.73,197.55,690174.0
2024-08-13 04:00:00+00:00,198.61,208.44,197.1,207.9,833266.0
2024-08-14 04:00:00+00:00,207.5,208.33,198.8,201.37,498882.0
2024-08-15 04:00:00+00:00,205.29,215.83,205.04,214.205,913424.0
2024-08-16 04:00:00+00:00,211.08,219.77,210.9,216.19,743200.0
2024-08-19 04:00:00+00:00,217.09,222.97,214.14,222.73,689481.0
2024-08-20 04:00:00+00:00,224.74,228.15,219.575,221.09,860681.0
2024-08-21 04:00:00+00:00,222.6,224.59,218.88,223.21,484491.0
2024-08-22 04:00:00+00:00,223.99,224.7,210.33,210.75,666856.0
2024-08-23 04:00:00+00:00,214.505,221.45,214.48,220.25,797564.0
2024-08-26 04:00:00+00:00,218.725,218.95,211.01,213.24,695531.0
2024-08-27 04:00:00+00:00,213.28,215.59,207.025,209.14,436659.0
2024-08-28 04:00:00+00:00,209.75,211.48,202.6,205.71,530316.0
2024-08-29 04:00:00+00:00,209.82,214.79,205.98,206.31,678868.0
2024-08-30 04:00:00+00:00,208.79,214.565,207.15,214.2,567599.0
2024-09-03 04:00:00+00:00,215.19,219.79,209.65,210.66,729607.0
2024-09-04 04:00:00+00:00,210.61,222.18,210.57,219.43,723060.0
2024-09-05 04:00:00+00:00,223.62,234.99,222.64,230.04,832263.0
2024-09-06 04:00:00+00:00,232.645,233.53,210.585,210.62,954786.0
2024-09-09 04:00:00+00:00,216.16,219.81,213.7,216.41,458285.0
2024-09-10 04:00:00+00:00,220.02,226.4,218.72,226.32,582448.0
2024-09-11 04:00:00+00:00,224.45,228.4,216.83,228.14,899397.0
2024-09-12 04:00:00+00:00,224.93,231.435,224.06,229.8,468948.0
2024-09-13 04:00:00+00:00,227.86,232.62,226.42,230.23,630697.0
2024-09-16 04:00:00+00:00,229.275,229.93,223.63,226.9,648729.0
2024-09-17 04:00:00+00:00,229.49,234.51,226.6,227.575,383914.0
2024-09-18 04:00:00+00:00,230.06,235.625,226.93,227.12,479369.0
2024-09-19 04:00:00+00:00,234.02,244.24,232.3,243.92,1125164.0
2024-09-20 04:00:00+00:00,241.52,243.94,235.93,238.33,943871.0
2024-09-23 04:00:00+00:00,242.535,250.0,241.98,249.99,654043.0
2024-09-24 04:00:00+00:00,254.08,257.07,249.3,254.27,980014.0
2024-09-25 04:00:00+00:00,252.625,257.01,252.32,257.0,723524.0
2024-09-26 04:00:00+00:00,260.62,261.55,251.59,254.125,617612.0
2024-09-27 04:00:00+00:00,257.33,260.675,254.29,260.44,510746.0
2024-09-30 04:00:00+00:00,259.055,264.74,255.92,261.68,826692.0
2024-10-01 04:00:00+00:00,262.73,263.95,248.745,258.01,492731.0
2024-10-02 04:00:00+00:00,247.63,251.1,241.55,249.1,776714.0
2024-10-03 04:00:00+00:00,244.48,249.73,237.93,240.7,584275.0
2024-10-04 04:00:00+00:00,246.645,250.91,244.61,250.035,672432.0
2024-10-07 04:00:00+00:00,249.05,249.575,240.745,240.85,455739.0
2024-10-08 04:00:00+00:00,243.715,246.2,240.65,244.47,633766.0
2024-10-09 04:00:00+00:00,243.82,247.395,239.52,241.02,846048.0
2024-10-10 04:00:00+00:00,241.955,242.75,232.4,238.7,821182.0
2024-10-11 04:00:00+00:00,220.05,223.275,214.52,217.76,1627640.0
2024-10-14 04:00:00+00:00,220.135,221.875,213.755,219.16,1297690.0
2024-10-15 04:00:00+00:00,220.08,224.26,217.2,219.575,724532.0
2024-10-16 04:00:00+00:00,221.41,222.79,219.02,221.32,428765.0
2024-10-17 04:00:00+00:00,221.44,222.07,217.94,220.88,650884.0
2024-10-18 04:00:00+00:00,220.67,222.27,219.24,220.69,383914.0
2024-10-21 04:00:00+00:00,218.86,220.46,215.74,218.9,586733.0
2024-10-22 04:00:00+00:00,217.31,218.2,215.31,217.96,691043.0
2024-10-23 04:00:00+00:00,216.88,218.645,212.14,213.74,797801.0
2024-10-24 04:00:00+00:00,244.645,262.09,242.72,260.48,2662166.0
2024-10-25 04:00:00+00:00,255.91,269.485,255.34,269.16,2137209.0
2024-10-28 04:00:00+00:00,269.965,273.49,262.3,262.495,941200.0
2024-10-29 04:00:00+00:00,264.64,264.94,255.545,259.5,835170.0
2024-10-30 04:00:00+00:00,257.99,263.35,255.9,257.595,703031.0
2024-10-31 04:00:00+00:00,258.02,259.65,249.31,249.82,666953.0
2024-11-01 04:00:00+00:00,251.93,254.0,246.65,248.85,662165.0
2024-11-04 05:00:00+00:00,244.55,248.84,238.955,242.91,685256.0
2024-11-05 05:00:00+00:00,247.4,255.19,246.36,251.44,711880.0
2024-11-06 05:00:00+00:00,284.725,289.56,275.81,288.56,2141148.0
2024-11-07 05:00:00+00:00,289.045,299.72,285.64,297.01,1405209.0
2024-11-08 05:00:00+00:00,299.14,328.59,297.715,321.175,2204163.0
2024-11-11 05:00:00+00:00,346.365,358.56,336.02,350.315,2179040.0
2024-11-12 05:00:00+00:00,342.645,345.62,323.39,328.54,1537138.0
2024-11-13 05:00:00+00:00,335.935,344.48,322.6,330.29,895360.0
2024-11-14 05:00:00+00:00,327.81,329.92,310.39,311.08,1117724.0
2024-11-15 05:00:00+00:00,310.85,324.63,309.33,320.95,1010709.0
2024-11-18 05:00:00+00:00,340.725,348.49,330.01,338.71,1327574.0
